id,n_iso,n_fp,sdf_min
RESIDENTIALhouse_mesh4225,295,212,-0.0110
RESIDENTIALhouse_mesh4227,5915,873,-0.1523
RESIDENTIALhouse_mesh4230,1008,772,-0.0226
RESIDENTIALhouse_mesh4234,1373,843,-0.0188
RESIDENTIALhouse_mesh4255,1844,513,-0.0155
RESIDENTIALhouse_mesh4264,8593,1305,-0.2197
RESIDENTIALhouse_mesh4271,2337,376,-0.1277
RESIDENTIALhouse_mesh4278,7594,744,-0.1988
RESIDENTIALhouse_mesh4280,3101,580,-0.1154
RESIDENTIALhouse_mesh4286,1043,399,-0.0623
RESIDENTIALhouse_mesh4298,6969,583,-0.2322
RESIDENTIALhouse_mesh4303,308,260,-0.0121
RESIDENTIALhouse_mesh4311,1249,455,-0.0731
RESIDENTIALhouse_mesh4333,336,134,-0.0223
RESIDENTIALhouse_mesh4344,7830,1221,-0.1295
RESIDENTIALhouse_mesh4349,173,143,-0.0225
RESIDENTIALhouse_mesh4356,1085,387,-0.1111
RESIDENTIALhouse_mesh4359,664,228,-0.0858
RESIDENTIALhouse_mesh4362,297,275,-0.0151
RESIDENTIALhouse_mesh4387,594,348,-0.0215
RESIDENTIALhouse_mesh4406,370,232,-0.0261
RESIDENTIALhouse_mesh4413,22754,1525,-0.3119
RESIDENTIALhouse_mesh4435,7373,859,-0.2468
RESIDENTIALhouse_mesh4466,803,324,-0.0333
RESIDENTIALhouse_mesh4492,2689,665,-0.0900
RESIDENTIALhouse_mesh4524,764,294,-0.0677
RESIDENTIALhouse_mesh4548,153,83,-0.0291
RESIDENTIALhouse_mesh4551,65334,2017,-0.4054
RESIDENTIALhouse_mesh4553,1770,864,-0.0407
RESIDENTIALhouse_mesh4565,4672,999,-0.0618
RESIDENTIALhouse_mesh4572,280,249,-0.0443
RESIDENTIALhouse_mesh4578,393,242,-0.0129
RESIDENTIALhouse_mesh4580,7679,1703,-0.1534
RESIDENTIALhouse_mesh4614,125,88,-0.0080
RESIDENTIALhouse_mesh4668,574,433,-0.0182
RESIDENTIALhouse_mesh4690,6090,1369,-0.1175
RESIDENTIALhouse_mesh4691,2963,516,-0.1635
RESIDENTIALhouse_mesh4709,14968,1961,-0.1678
RESIDENTIALhouse_mesh4713,492,351,-0.0113
RESIDENTIALhouse_mesh4717,192,167,-0.0103
RESIDENTIALhouse_mesh4728,381,233,-0.0314
RESIDENTIALhouse_mesh4729,5283,1715,-0.1205
RESIDENTIALhouse_mesh4752,1350,409,-0.0760
RESIDENTIALhouse_mesh4755,415,165,-0.0343
RESIDENTIALhouse_mesh4765,1202,298,-0.0864
RESIDENTIALhouse_mesh4776,1026,280,-0.0818
RESIDENTIALhouse_mesh4795,2945,734,-0.1252
RESIDENTIALhouse_mesh4810,206,171,-0.0223
RESIDENTIALhouse_mesh4811,1839,433,-0.0353
RESIDENTIALhouse_mesh4815,16966,1409,-0.2621
RESIDENTIALhouse_mesh4827,3376,877,-0.0832
RESIDENTIALhouse_mesh4844,471,320,-0.0154
RESIDENTIALhouse_mesh4847,2378,424,-0.0906
RESIDENTIALhouse_mesh4850,127,72,-0.0148
RESIDENTIALhouse_mesh4858,5215,968,-0.0597
RESIDENTIALhouse_mesh4870,4749,463,-0.2035
RESIDENTIALhouse_mesh4885,7803,1880,-0.0740
RESIDENTIALhouse_mesh4893,3959,646,-0.1028
RESIDENTIALhouse_mesh4901,20883,1361,-0.3662
RESIDENTIALhouse_mesh4904,887,403,-0.0201
RESIDENTIALhouse_mesh4905,36651,1540,-0.3943
RESIDENTIALhouse_mesh4931,621,286,-0.0605
RESIDENTIALhouse_mesh4958,1892,810,-0.0555
RESIDENTIALhouse_mesh4965,285,235,-0.0361
RESIDENTIALhouse_mesh4972,508,337,-0.0295
RESIDENTIALhouse_mesh5009,202,108,-0.0425
RESIDENTIALhouse_mesh5041,990,473,-0.0892
RESIDENTIALhouse_mesh5049,892,376,-0.0586
RESIDENTIALhouse_mesh5054,290,209,-0.0143
RESIDENTIALhouse_mesh5058,1435,254,-0.1231
RESIDENTIALhouse_mesh5068,1393,640,-0.0485
RESIDENTIALhouse_mesh5069,639,333,-0.0476
RESIDENTIALhouse_mesh5076,684,479,-0.0145
RESIDENTIALhouse_mesh5100,5701,728,-0.1799
RESIDENTIALhouse_mesh5103,1278,209,-0.1190
RESIDENTIALhouse_mesh5145,409,224,-0.0164
RESIDENTIALhouse_mesh5165,681,456,-0.0242
RESIDENTIALhouse_mesh5170,6024,641,-0.2178
RESIDENTIALhouse_mesh5173,2084,994,-0.0601
RESIDENTIALhouse_mesh5184,1493,605,-0.0425
RESIDENTIALhouse_mesh5203,8980,1473,-0.1476
RESIDENTIALhouse_mesh5211,1769,517,-0.0135
RESIDENTIALhouse_mesh5224,1439,633,-0.0259
RESIDENTIALhouse_mesh5231,2580,814,-0.0685
RESIDENTIALhouse_mesh5234,420,144,-0.0383
RESIDENTIALhouse_mesh5254,8113,766,-0.1935
RESIDENTIALhouse_mesh5257,172,162,-0.0073
RESIDENTIALhouse_mesh5258,4812,1488,-0.1263
RESIDENTIALhouse_mesh5265,988,434,-0.0246
RESIDENTIALhouse_mesh5275,1768,718,-0.1126
RESIDENTIALhouse_mesh5295,329,138,-0.0345
RESIDENTIALhouse_mesh5311,1131,541,-0.0187
RESIDENTIALhouse_mesh5315,3124,536,-0.1340
RESIDENTIALhouse_mesh5318,1793,696,-0.0677
RESIDENTIALhouse_mesh5340,1736,448,-0.0569
RESIDENTIALhouse_mesh5360,806,537,-0.0192
RESIDENTIALhouse_mesh5374,292,227,-0.0252
RESIDENTIALhouse_mesh5387,2649,944,-0.0988
RESIDENTIALhouse_mesh5388,1830,689,-0.0455
RESIDENTIALhouse_mesh5394,2805,1425,-0.0216
RESIDENTIALhouse_mesh5411,293,102,-0.0572
RESIDENTIALhouse_mesh5436,726,142,-0.1057
RESIDENTIALhouse_mesh5438,453,306,-0.0167
RESIDENTIALhouse_mesh5454,1807,748,-0.0171
RESIDENTIALhouse_mesh5479,33,28,-0.0176
RESIDENTIALhouse_mesh5503,8171,1155,-0.2424
RESIDENTIALhouse_mesh5508,320,145,-0.0182
RESIDENTIALhouse_mesh5557,349,198,-0.0135
RESIDENTIALhouse_mesh5560,295,188,-0.0155
RESIDENTIALhouse_mesh5581,17625,1162,-0.3018
RESIDENTIALhouse_mesh5582,83,40,-0.0301
RESIDENTIALhouse_mesh5631,1031,381,-0.0376
RESIDENTIALhouse_mesh5634,9533,1207,-0.1939
RESIDENTIALhouse_mesh5640,193,142,-0.0121
RESIDENTIALhouse_mesh5662,374,197,-0.0237
RESIDENTIALhouse_mesh5678,2772,550,-0.1039
RESIDENTIALhouse_mesh5686,1235,510,-0.0182
RESIDENTIALhouse_mesh5687,15616,1076,-0.2862
RESIDENTIALhouse_mesh5696,1424,436,-0.0824
RESIDENTIALhouse_mesh5740,257,143,-0.0095
RESIDENTIALhouse_mesh5742,637,474,-0.0281
RESIDENTIALhouse_mesh5772,810,325,-0.0509
RESIDENTIALhouse_mesh5779,359,172,-0.0081
RESIDENTIALhouse_mesh5792,1031,514,-0.0194
RESIDENTIALhouse_mesh5793,776,296,-0.0488
RESIDENTIALhouse_mesh5795,513,246,-0.0481
RESIDENTIALhouse_mesh5796,5944,887,-0.1780
RESIDENTIALhouse_mesh5798,1923,368,-0.0777
RESIDENTIALhouse_mesh5801,929,398,-0.0127
RESIDENTIALhouse_mesh5812,213,119,-0.0113
RESIDENTIALhouse_mesh5819,592,208,-0.0567
RESIDENTIALhouse_mesh5826,3279,997,-0.1447
RESIDENTIALhouse_mesh5951,103,70,-0.0073
RESIDENTIALhouse_mesh5954,3028,693,-0.1171
RESIDENTIALhouse_mesh5955,1203,398,-0.0776
RESIDENTIALhouse_mesh5957,7975,1961,-0.1330
RESIDENTIALhouse_mesh5963,2292,1095,-0.0422
RESIDENTIALhouse_mesh5978,1209,588,-0.0309
RESIDENTIALhouse_mesh6006,7324,1484,-0.1147
RESIDENTIALhouse_mesh6035,809,446,-0.0468
RESIDENTIALhouse_mesh6036,379,318,-0.0194
RESIDENTIALhouse_mesh6051,1925,439,-0.0417
RESIDENTIALhouse_mesh6081,183,106,-0.0214
RESIDENTIALhouse_mesh6091,1694,229,-0.0803
RESIDENTIALhouse_mesh6095,489,125,-0.0853
RESIDENTIALhouse_mesh6099,295,219,-0.0132
RESIDENTIALhouse_mesh6114,639,327,-0.0165
RESIDENTIALhouse_mesh6120,63,47,-0.0236
RESIDENTIALhouse_mesh6122,3680,827,-0.1074
RESIDENTIALhouse_mesh6129,875,580,-0.0148
RESIDENTIALhouse_mesh6140,1860,362,-0.0675
RESIDENTIALhouse_mesh6149,536,292,-0.0245
RESIDENTIALhouse_mesh6183,376,171,-0.0186
RESIDENTIALhouse_mesh6207,401,261,-0.0070
RESIDENTIALhouse_mesh6210,249,129,-0.0351
RESIDENTIALhouse_mesh6280,373,234,-0.0235
RESIDENTIALhouse_mesh6304,585,208,-0.0617
RESIDENTIALhouse_mesh6337,990,416,-0.0410
RESIDENTIALhouse_mesh6341,5381,1786,-0.1407
RESIDENTIALhouse_mesh6385,1076,414,-0.0210
RESIDENTIALhouse_mesh6392,168,84,-0.0103
RESIDENTIALhouse_mesh6400,4981,507,-0.2194
RESIDENTIALhouse_mesh6414,251,130,-0.0061
RESIDENTIALhouse_mesh6415,119,82,-0.0220
RESIDENTIALhouse_mesh6424,20927,1546,-0.3324
RESIDENTIALhouse_mesh6450,1339,791,-0.0707
RESIDENTIALhouse_mesh6505,174,70,-0.0478
RESIDENTIALhouse_mesh6519,770,333,-0.0300
RESIDENTIALhouse_mesh6521,145,102,-0.0252
RESIDENTIALhouse_mesh6525,1616,675,-0.0607
RESIDENTIALhouse_mesh6537,461,310,-0.0158
RESIDENTIALhouse_mesh6551,841,546,-0.0240
RESIDENTIALhouse_mesh6555,2001,433,-0.1405
RESIDENTIALhouse_mesh6561,1368,546,-0.0445
RESIDENTIALhouse_mesh6574,2175,699,-0.0841
RESIDENTIALhouse_mesh6578,1918,488,-0.0845
RESIDENTIALhouse_mesh6597,260,109,-0.0229
RESIDENTIALhouse_mesh6604,999,602,-0.1020
RESIDENTIALhouse_mesh6610,7223,1279,-0.1583
RESIDENTIALhouse_mesh6614,498,180,-0.0244
RESIDENTIALhouse_mesh6619,18274,1289,-0.2421
RESIDENTIALhouse_mesh6622,683,371,-0.0505
RESIDENTIALhouse_mesh6639,13826,1634,-0.1694
RESIDENTIALhouse_mesh6668,1363,268,-0.0995
RESIDENTIALhouse_mesh6671,58,43,-0.0064
RESIDENTIALhouse_mesh6677,485,156,-0.0704
RESIDENTIALhouse_mesh6689,34266,1886,-0.3884
RESIDENTIALhouse_mesh6700,643,361,-0.0125
RESIDENTIALhouse_mesh6728,3296,474,-0.2335
RESIDENTIALhouse_mesh6733,413,271,-0.0218
RESIDENTIALhouse_mesh6737,5679,716,-0.1938
RESIDENTIALhouse_mesh6742,406,139,-0.0615
RESIDENTIALhouse_mesh6751,916,541,-0.0266
RESIDENTIALhouse_mesh6762,297,199,-0.0329
RESIDENTIALhouse_mesh6775,3287,537,-0.1477
RESIDENTIALhouse_mesh6798,316,136,-0.0236
RESIDENTIALhouse_mesh6803,134,100,-0.0227
RESIDENTIALhouse_mesh6816,4007,1109,-0.0842
RESIDENTIALhouse_mesh6830,233,160,-0.0285
RESIDENTIALhouse_mesh6832,1106,236,-0.1164
RESIDENTIALhouse_mesh6837,370,158,-0.0184
RESIDENTIALhouse_mesh6840,6499,1378,-0.1133
RESIDENTIALhouse_mesh6883,512,268,-0.0214
RESIDENTIALhouse_mesh6891,593,122,-0.0785
RESIDENTIALhouse_mesh6897,2074,505,-0.0852
RESIDENTIALhouse_mesh6908,3263,495,-0.1588
RESIDENTIALhouse_mesh6929,6290,776,-0.2396
RESIDENTIALhouse_mesh6939,2899,611,-0.1359
RESIDENTIALhouse_mesh6948,10976,1703,-0.1740
RESIDENTIALhouse_mesh6952,512,253,-0.0789
RESIDENTIALhouse_mesh6960,1055,407,-0.0801
RESIDENTIALhouse_mesh6963,9745,1753,-0.1524
RESIDENTIALhouse_mesh6995,978,511,-0.0504
RESIDENTIALhouse_mesh6999,3523,597,-0.1403
RESIDENTIALhouse_mesh7024,1770,1225,-0.0585
RESIDENTIALhouse_mesh7032,963,356,-0.0453
RESIDENTIALhouse_mesh7037,200,134,-0.0261
RESIDENTIALhouse_mesh7074,635,345,-0.0264
RESIDENTIALhouse_mesh7091,1741,382,-0.1061
RESIDENTIALhouse_mesh7097,5754,618,-0.2225
RESIDENTIALhouse_mesh7146,2145,829,-0.0211
RESIDENTIALhouse_mesh7166,425,302,-0.0374
RESIDENTIALhouse_mesh7179,222,90,-0.0264
RESIDENTIALhouse_mesh7187,3356,694,-0.1206
RESIDENTIALhouse_mesh7199,486,312,-0.0257
RESIDENTIALhouse_mesh7205,1522,205,-0.1258
RESIDENTIALhouse_mesh7213,1934,233,-0.1350
RESIDENTIALhouse_mesh7218,7079,1280,-0.1626
RESIDENTIALhouse_mesh7219,3914,651,-0.1279
RESIDENTIALhouse_mesh7222,6360,562,-0.2488
RESIDENTIALhouse_mesh7233,2225,1072,-0.0535
RESIDENTIALhouse_mesh7234,368,295,-0.0427
RESIDENTIALhouse_mesh7247,1607,254,-0.1663
RESIDENTIALhouse_mesh7278,131,73,-0.0075
RESIDENTIALhouse_mesh7280,217,118,-0.0306
RESIDENTIALhouse_mesh7286,1714,570,-0.0566
RESIDENTIALhouse_mesh7297,1806,594,-0.1060
RESIDENTIALhouse_mesh7335,342,216,-0.0266
RESIDENTIALhouse_mesh7336,2202,528,-0.1007
RESIDENTIALhouse_mesh7344,2527,732,-0.0984
RESIDENTIALhouse_mesh7363,260,213,-0.0142
RESIDENTIALhouse_mesh7364,3551,757,-0.1480
RESIDENTIALhouse_mesh7369,6242,1047,-0.1511
RESIDENTIALhouse_mesh7377,1019,626,-0.0420
RESIDENTIALhouse_mesh7395,418,293,-0.0258
RESIDENTIALhouse_mesh7426,831,451,-0.0880
RESIDENTIALhouse_mesh7439,1263,365,-0.1000
RESIDENTIALhouse_mesh7447,1970,958,-0.0232
RESIDENTIALhouse_mesh7465,1590,219,-0.1725
RESIDENTIALhouse_mesh7470,7327,608,-0.2162
RESIDENTIALhouse_mesh7474,3047,741,-0.0628
RESIDENTIALhouse_mesh7477,7940,755,-0.1987
RESIDENTIALhouse_mesh7485,22086,1277,-0.3928
RESIDENTIALhouse_mesh7487,3422,551,-0.1378
RESIDENTIALhouse_mesh7489,180,61,-0.0408
RESIDENTIALhouse_mesh7499,1649,350,-0.1021
RESIDENTIALhouse_mesh7526,3907,1025,-0.1270
RESIDENTIALhouse_mesh7537,5481,447,-0.1814
RESIDENTIALhouse_mesh7553,358,180,-0.0137
RESIDENTIALhouse_mesh7555,386,245,-0.0248
RESIDENTIALhouse_mesh7563,978,747,-0.0167
RESIDENTIALhouse_mesh7568,4853,790,-0.2430
RESIDENTIALhouse_mesh7571,1928,376,-0.0964
RESIDENTIALhouse_mesh7583,1098,406,-0.0354
RESIDENTIALhouse_mesh7595,281,147,-0.0358
RESIDENTIALhouse_mesh7622,1492,527,-0.0255
RESIDENTIALhouse_mesh7637,761,140,-0.1194
RESIDENTIALhouse_mesh7641,194,82,-0.0403
RESIDENTIALhouse_mesh7686,454,262,-0.0175
RESIDENTIALhouse_mesh7765,359,206,-0.0141
RESIDENTIALhouse_mesh7780,45,40,-0.0107
RESIDENTIALhouse_mesh7783,620,313,-0.0368
RESIDENTIALhouse_mesh7790,569,288,-0.0276
RESIDENTIALhouse_mesh7792,3322,333,-0.0280
RESIDENTIALhouse_mesh7793,1271,223,-0.1183
RESIDENTIALhouse_mesh7796,473,229,-0.0298
RESIDENTIALhouse_mesh7799,4523,612,-0.1498
RESIDENTIALhouse_mesh7806,20053,1357,-0.3229
RESIDENTIALhouse_mesh7862,5915,656,-0.2027
RESIDENTIALhouse_mesh7882,8931,1754,-0.1337
RESIDENTIALhouse_mesh7889,3375,449,-0.1239
RESIDENTIALhouse_mesh7890,2113,426,-0.0563
RESIDENTIALhouse_mesh7901,821,267,-0.0345
RESIDENTIALhouse_mesh7907,827,339,-0.0302
RESIDENTIALhouse_mesh7919,15374,1835,-0.2135
RESIDENTIALhouse_mesh7920,639,271,-0.0385
RESIDENTIALhouse_mesh7925,330,210,-0.0342
RESIDENTIALhouse_mesh7943,2864,934,-0.0745
RESIDENTIALhouse_mesh7965,2142,496,-0.1084
RESIDENTIALhouse_mesh7966,654,538,-0.0254
RESIDENTIALhouse_mesh8022,2780,650,-0.1875
RESIDENTIALhouse_mesh8023,3003,1863,-0.0771
RESIDENTIALhouse_mesh8041,2412,500,-0.0982
RESIDENTIALhouse_mesh8042,149,104,-0.0101
RESIDENTIALhouse_mesh8086,238,135,-0.0098
RESIDENTIALhouse_mesh8097,4853,1106,-0.1919
RESIDENTIALhouse_mesh8102,2809,326,-0.2049
RESIDENTIALhouse_mesh8115,567,353,-0.0359
RESIDENTIALhouse_mesh8131,763,148,-0.0666
RESIDENTIALhouse_mesh8132,645,351,-0.0217
RESIDENTIALhouse_mesh8138,9999,1213,-0.1857
RESIDENTIALhouse_mesh8147,1549,285,-0.1288
RESIDENTIALhouse_mesh8149,16404,1206,-0.3545
RESIDENTIALhouse_mesh8157,936,175,-0.1128
RESIDENTIALhouse_mesh8169,104,71,-0.0189
RESIDENTIALhouse_mesh8192,1180,603,-0.0552
RESIDENTIALhouse_mesh8215,521,275,-0.0358
RESIDENTIALhouse_mesh8221,7856,775,-0.1536
RESIDENTIALhouse_mesh8226,408,133,-0.0774
RESIDENTIALhouse_mesh8240,10187,1652,-0.1170
RESIDENTIALhouse_mesh8262,64,52,-0.0055
RESIDENTIALhouse_mesh8280,770,217,-0.0768
RESIDENTIALhouse_mesh8290,3660,672,-0.1247
RESIDENTIALhouse_mesh8294,1460,691,-0.0459
RESIDENTIALhouse_mesh8299,151,79,-0.0305
RESIDENTIALhouse_mesh8304,100,46,-0.0453
RESIDENTIALhouse_mesh8326,21948,1679,-0.3291
RESIDENTIALhouse_mesh8372,940,391,-0.0418
RESIDENTIALhouse_mesh8375,137,96,-0.0215
RESIDENTIALhouse_mesh8400,342,216,-0.0265
RESIDENTIALhouse_mesh8406,17535,1121,-0.2572
RESIDENTIALhouse_mesh8430,875,170,-0.1313
RESIDENTIALhouse_mesh8433,299,219,-0.0237
RESIDENTIALhouse_mesh8435,128,86,-0.0116
RESIDENTIALhouse_mesh8439,281,242,-0.0100
RESIDENTIALhouse_mesh8443,5142,1779,-0.0239
RESIDENTIALhouse_mesh8452,6075,1317,-0.1107
RESIDENTIALhouse_mesh8494,1077,206,-0.1130
RESIDENTIALhouse_mesh8520,119,57,-0.0056
RESIDENTIALhouse_mesh8525,12692,1528,-0.2281
RESIDENTIALhouse_mesh8528,1160,334,-0.0756
RESIDENTIALhouse_mesh8532,3246,1018,-0.0587
RESIDENTIALhouse_mesh8547,2854,1187,-0.0830
RESIDENTIALhouse_mesh8596,3501,382,-0.2148
RESIDENTIALhouse_mesh8602,510,317,-0.0129
RESIDENTIALhouse_mesh8607,961,583,-0.0300
RESIDENTIALhouse_mesh8612,516,303,-0.0242
RESIDENTIALhouse_mesh8644,919,377,-0.0346
RESIDENTIALhouse_mesh8649,194,89,-0.0315
RESIDENTIALhouse_mesh8672,1161,466,-0.0334
RESIDENTIALhouse_mesh8696,1564,467,-0.0996
RESIDENTIALhouse_mesh8708,622,220,-0.0558
RESIDENTIALhouse_mesh8726,512,309,-0.0375
RESIDENTIALhouse_mesh8732,1495,755,-0.0218
RESIDENTIALhouse_mesh8733,9106,1652,-0.1659
RESIDENTIALhouse_mesh8738,332,157,-0.0288
RESIDENTIALhouse_mesh8772,4367,706,-0.1292
RESIDENTIALhouse_mesh8806,122,94,-0.0158
RESIDENTIALhouse_mesh8812,13238,1504,-0.1518
RESIDENTIALhouse_mesh8823,733,173,-0.1281
RESIDENTIALhouse_mesh8832,343,181,-0.0125
RESIDENTIALhouse_mesh8882,2316,976,-0.0356
RESIDENTIALhouse_mesh8886,230,136,-0.0279
RESIDENTIALhouse_mesh8894,154,74,-0.0342
RESIDENTIALhouse_mesh8895,936,176,-0.1007
RESIDENTIALhouse_mesh8900,5243,1817,-0.0560
RESIDENTIALhouse_mesh8917,2039,626,-0.0684
RESIDENTIALhouse_mesh8918,1244,357,-0.0374
RESIDENTIALhouse_mesh8951,7386,1512,-0.1282
RESIDENTIALhouse_mesh9001,105,81,-0.0245
RESIDENTIALhouse_mesh9002,1303,751,-0.0344
RESIDENTIALhouse_mesh9022,942,515,-0.0218
RESIDENTIALhouse_mesh9023,7615,1707,-0.0656
RESIDENTIALhouse_mesh9071,11980,940,-0.2883
RESIDENTIALhouse_mesh9098,10128,1400,-0.1553
RESIDENTIALhouse_mesh9102,478,208,-0.0256
RESIDENTIALhouse_mesh9127,9501,1032,-0.1934
RESIDENTIALhouse_mesh9138,26992,1902,-0.3646
RESIDENTIALhouse_mesh9145,670,272,-0.0127
RESIDENTIALhouse_mesh9153,8000,1536,-0.2027
RESIDENTIALhouse_mesh9170,2338,663,-0.0706
RESIDENTIALhouse_mesh9175,909,378,-0.0630
RESIDENTIALhouse_mesh9176,780,608,-0.0369
RESIDENTIALhouse_mesh9188,1978,356,-0.1139
RESIDENTIALhouse_mesh9196,386,284,-0.0103
RESIDENTIALhouse_mesh9227,18813,1423,-0.2935
RESIDENTIALhouse_mesh9233,2278,676,-0.0901
RESIDENTIALhouse_mesh9278,4401,537,-0.1574
RESIDENTIALhouse_mesh9298,1014,650,-0.0413
RESIDENTIALhouse_mesh9307,9094,1008,-0.2629
RESIDENTIALhouse_mesh9313,5500,588,-0.2081
RESIDENTIALhouse_mesh9339,1213,247,-0.1253
RESIDENTIALhouse_mesh9343,348,240,-0.0108
RESIDENTIALhouse_mesh9360,3422,554,-0.1232
RESIDENTIALhouse_mesh9367,8043,592,-0.3035
RESIDENTIALhouse_mesh9379,2737,1047,-0.0300
RESIDENTIALhouse_mesh9405,189,125,-0.0024
RESIDENTIALhouse_mesh9411,3292,423,-0.1530
RESIDENTIALhouse_mesh9419,482,442,-0.0195
RESIDENTIALhouse_mesh9430,4430,777,-0.1660
RESIDENTIALhouse_mesh9441,4645,1225,-0.1612
RESIDENTIALhouse_mesh9452,787,400,-0.0378
RESIDENTIALhouse_mesh9459,210,176,-0.0276
RESIDENTIALhouse_mesh9463,742,197,-0.1152
RESIDENTIALhouse_mesh9474,8699,1028,-0.1586
RESIDENTIALhouse_mesh9483,589,216,-0.1245
RESIDENTIALhouse_mesh9486,544,316,-0.0372
RESIDENTIALhouse_mesh9492,3406,1109,-0.0725
RESIDENTIALhouse_mesh9498,630,283,-0.0287
RESIDENTIALhouse_mesh9503,690,381,-0.0170
RESIDENTIALhouse_mesh9504,177,156,-0.0137
RESIDENTIALhouse_mesh9516,11432,938,-0.2994
RESIDENTIALhouse_mesh9532,4637,1176,-0.1139
RESIDENTIALhouse_mesh9573,736,418,-0.0171
RESIDENTIALhouse_mesh9574,5413,1365,-0.1065
RESIDENTIALhouse_mesh9582,14949,1200,-0.2936
RESIDENTIALhouse_mesh9585,658,270,-0.0596
RESIDENTIALhouse_mesh9598,714,303,-0.0660
RESIDENTIALhouse_mesh9610,1837,926,-0.0814
RESIDENTIALhouse_mesh9640,2166,405,-0.1567
RESIDENTIALhouse_mesh9657,18731,2363,-0.2156
RESIDENTIALhouse_mesh9659,1911,769,-0.0491
RESIDENTIALhouse_mesh9695,294,217,-0.0379
RESIDENTIALhouse_mesh9709,19106,1779,-0.2303
RESIDENTIALhouse_mesh9715,26113,1318,-0.3617
RESIDENTIALhouse_mesh9777,15467,1359,-0.2541
RESIDENTIALhouse_mesh9779,250,191,-0.0121
RESIDENTIALhouse_mesh9780,478,272,-0.0497
RESIDENTIALhouse_mesh9783,123,69,-0.0293
RESIDENTIALhouse_mesh9787,726,356,-0.0162
RESIDENTIALhouse_mesh9803,238,143,-0.0180
RESIDENTIALhouse_mesh9804,6640,652,-0.1915
RESIDENTIALhouse_mesh9808,638,304,-0.0187
RESIDENTIALhouse_mesh9820,248,132,-0.0479
RESIDENTIALhouse_mesh9824,8038,709,-0.1992
RESIDENTIALhouse_mesh9834,360,259,-0.0151
RESIDENTIALhouse_mesh9862,3611,704,-0.1197
RESIDENTIALhouse_mesh9864,585,82,-0.0697
RESIDENTIALhouse_mesh9884,1734,343,-0.1281
RESIDENTIALhouse_mesh9905,399,90,-0.0763
RESIDENTIALhouse_mesh9928,14077,946,-0.2466
RESIDENTIALhouse_mesh9936,38070,1647,-0.4426
RESIDENTIALhouse_mesh9965,9217,1021,-0.2232
RESIDENTIALhouse_mesh9968,1255,360,-0.0250
RESIDENTIALhouse_mesh9969,27814,1043,-0.3423
RESIDENTIALhouse_mesh9979,7985,1136,-0.1408
RESIDENTIALhouse_mesh9992,4152,607,-0.1458
RESIDENTIALhouse_mesh9997,224,84,-0.0689
RESIDENTIALhouse_mesh9998,232,110,-0.0200
RESIDENTIALmosque_mesh0079,1200,309,-0.1476
RESIDENTIALmosque_mesh0301,1892,393,-0.1561
RESIDENTIALmuseum_mesh0881,6699,628,-0.2290
RESIDENTIALmuseum_mesh1033,7344,657,-0.2192
RESIDENTIALmuseum_mesh1187,2806,1135,-0.0277
RESIDENTIALmuseum_mesh1221,1477,751,-0.0300
RESIDENTIALmuseum_mesh2070,1094,462,-0.0816
RESIDENTIALmuseum_mesh2270,7568,925,-0.2078
RESIDENTIALmuseum_mesh2334,1540,233,-0.1096
RESIDENTIALoffice_building_mesh0224,10553,1150,-0.2078
RESIDENTIALoffice_building_mesh0391,186,128,-0.0092
RESIDENTIALoffice_building_mesh0782,16044,1109,-0.2407
RESIDENTIALoffice_building_mesh0952,8253,448,-0.2292
RESIDENTIALoffice_building_mesh0974,206,76,-0.0269
RESIDENTIALoffice_building_mesh1052,1331,452,-0.0591
RESIDENTIALoffice_building_mesh1111,241,178,-0.0103
RESIDENTIALoffice_building_mesh1273,1097,478,-0.0221
RESIDENTIALoffice_building_mesh1503,490,448,-0.0123
RESIDENTIALoffice_building_mesh1863,142,104,-0.0100
RESIDENTIALoffice_building_mesh1904,137,80,-0.0270
RESIDENTIALoffice_building_mesh1956,19338,2205,-0.2101
RESIDENTIALoffice_building_mesh2138,3056,757,-0.0747
RESIDENTIALoffice_building_mesh2295,921,192,-0.1095
RESIDENTIALoffice_building_mesh2616,2150,457,-0.1497
RESIDENTIALoffice_building_mesh2695,2922,743,-0.0787
RESIDENTIALoffice_building_mesh2729,275,226,-0.0125
RESIDENTIALoffice_building_mesh2765,1740,756,-0.0673
RESIDENTIALoffice_building_mesh2773,1739,413,-0.0126
RESIDENTIALoffice_building_mesh2842,971,399,-0.0111
RESIDENTIALoffice_building_mesh2847,4296,1464,-0.0585
RESIDENTIALoffice_building_mesh2868,1454,367,-0.1226
RESIDENTIALoffice_building_mesh2953,449,229,-0.0115
RESIDENTIALoffice_building_mesh3004,1418,358,-0.1133
RESIDENTIALoffice_building_mesh3115,12643,1178,-0.2849
RESIDENTIALoffice_building_mesh3179,286,172,-0.0219
RESIDENTIALoffice_building_mesh3333,506,214,-0.0340
RESIDENTIALoffice_building_mesh3356,7983,711,-0.2654
RESIDENTIALoffice_building_mesh3362,358,187,-0.0142
RESIDENTIALoffice_building_mesh3683,5630,568,-0.2448
RESIDENTIALpalace_mesh0169,10272,753,-0.1931
RESIDENTIALpalace_mesh0472,2048,785,-0.0537
RESIDENTIALpalace_mesh0507,777,431,-0.0454
RESIDENTIALpalace_mesh0632,142,92,-0.0167
RESIDENTIALpalace_mesh0660,7520,833,-0.2315
RESIDENTIALpalace_mesh0820,548,242,-0.0233
